307;99.0;0.0;10539;8
307;99.0;0.0;10539;8
308;99.0;0.0;10539;8
308;99.0;0.0;10539;8
308;99.0;0.0;10594;8
308;99.0;0.0;10594;8
308;99.0;0.0;10594;8
308;99.0;0.0;10594;8
308;99.0;0.0;10594;8
308;99.0;0.0;10728;8
308;99.0;0.0;10728;8
308;99.0;0.0;10755;8
309;99.0;0.0;10765;8
309;99.0;0.0;10765;8
310;99.0;0.0;10779;8
310;99.0;0.0;10779;8
310;99.0;0.0;10771;8
310;99.0;0.0;10771;8
310;99.0;0.0;10771;8
311;99.0;0.0;10796;8
311;99.0;0.0;10796;8
311;99.0;0.0;10796;8
311;99.0;0.0;10796;8
311;99.0;0.0;10796;8
311;99.0;0.0;10799;8
311;99.0;0.0;10799;8
311;99.0;0.0;10799;8
312;99.0;0.0;10840;8
312;99.0;0.0;10840;8
312;99.0;0.0;10840;8
312;99.0;0.0;10840;8
312;99.0;0.0;10840;8
312;99.0;0.0;10840;8
312;99.0;0.0;10840;8
312;99.0;0.0;10871;8
312;99.0;0.0;10871;8
312;99.0;0.0;10871;8
312;99.0;0.0;10851;8
312;99.0;0.0;10851;8
313;99.0;0.0;10874;8
313;99.0;0.0;10874;8
313;99.0;0.0;10874;8
313;99.0;0.0;108613;8
313;99.0;0.0;108613;8
313;99.0;0.0;10857;8
313;99.0;0.0;10857;8
313;99.0;0.0;10874;8
313;99.0;0.0;10874;8
313;99.0;0.0;10874;8
314;99.0;0.0;10863;8
314;99.0;0.0;10883;8
314;99.0;0.0;10885;8
314;99.0;0.0;10885;8
314;99.0;0.0;10885;8
314;99.0;0.0;108811;8
314;99.0;0.0;108911;8
314;99.0;0.0;10892;8
314;99.0;0.0;10892;8
314;99.0;0.0;10892;8
315;99.0;0.0;10900;8
315;99.0;0.0;10900;8
315;99.0;0.0;10964;8
315;99.0;0.0;10964;8
315;99.0;0.0;10964;8
315;99.0;0.0;10969;8
315;99.0;0.0;10969;8
315;99.0;0.0;10969;8
315;99.0;0.0;10976;8
315;99.0;0.0;10976;8
315;99.0;0.0;10974;8
315;99.0;0.0;10974;8
315;99.0;0.0;10974;8
